title,price,image,details
Сотовый телефон Xiaomi Redmi Note 10 4/64GB серый,"
15450 сом
","https://www.kivano.kg/images/product/90228/1616263190_57475500.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-10-4-64gb-seryy
Сотовый телефон Xiaomi Redmi 9T 4/128GB серый,"

 14180 сом
-4%

13670 сом
","https://www.kivano.kg/images/product/90741/1617617946_66751600.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9t-4-128gb-seryy
Сотовый телефон Philips Xenium E182,"
4070 сом
","https://www.kivano.kg/images/product/70774/70774.jpg
",/product/view/sotovyy-telefon-philips-xenium-e182
Сотовый телефон Samsung Galaxy A02s (2021) 32GB (SM-A025F/DS) черный,"

 11460 сом
-2%

11210 сом
","https://www.kivano.kg/images/product/88950/1613401430_25437600.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a02s-2021-32gb-sm-a025f-ds-chernyy
Сотовый телефон Samsung Galaxy A02s (2021) 32GB (SM-A025F/DS) синий,"
11210 сом
","https://www.kivano.kg/images/product/88951/1613401462_77438200.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a02s-2021-32gb-sm-a025f-ds-siniy
Сотовый телефон Xiaomi Redmi 9T 4/64GB серый,"
12730 сом
","https://www.kivano.kg/images/product/90743/1617618138_63153100.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9t-4-64gb-seryy
Сотовый телефон Samsung Galaxy A02s (2021) 32GB (SM-A025F/DS) белый,"
11210 сом
","https://www.kivano.kg/images/product/88952/1613401572_50953100.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a02s-2021-32gb-sm-a025f-ds-belyy
Сотовый телефон Realme 7i 4/128GB полярный синий,"
16220 сом
","https://www.kivano.kg/images/product/88953/1613404750_13715300.jpg
",/product/view/sotovyy-telefon-realme-7i-4-128gb-polyarnyy-siniy
Сотовый телефон Xiaomi Redmi 9T 4/128GB зеленый,"

 14180 сом
-4%

13670 сом
","https://www.kivano.kg/images/product/90745/1617618399_89083000.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9t-4-128gb-zelenyy
Сотовый телефон Nokia 105 Dual sim (2019) черный,"
2210 сом
","https://www.kivano.kg/images/product/75386/1576667706_37096700.jpg
",/product/view/sotovyy-telefon-nokia-105-dual-sim-2019-chernyy
Сотовый телефон Realme 7i 4/128GB зеленый,"
16220 сом
","https://www.kivano.kg/images/product/88954/1613404904_44119500.jpg
",/product/view/sotovyy-telefon-realme-7i-4-128gb-zelenyy
Сотовый телефон Xiaomi Redmi 9T 4/128GB оранжевый,"
14180 сом
","https://www.kivano.kg/images/product/90746/1617618540_83120000.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9t-4-128gb-oranzhevyy
Сотовый телефон Nokia 105 Dual sim (2019) синий,"
2210 сом
","https://www.kivano.kg/images/product/75387/1576667824_27740600.jpg
",/product/view/sotovyy-telefon-nokia-105-dual-sim-2019-siniy
Сотовый телефон Xiaomi Redmi 9T 4/128GB синий,"
14180 сом
","https://www.kivano.kg/images/product/90747/1617618768_74336800.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9t-4-128gb-siniy
Сотовый телефон Nokia 210 серый,"
3820 сом
","https://www.kivano.kg/images/product/75388/1576668640_03502800.jpg
",/product/view/sotovyy-telefon-nokia-210-seryy
Сотовый телефон Samsung Galaxy A02 (2021) 32GB (SM-A022F/DS) черный,"

 9850 сом
-2%

9680 сом
","https://www.kivano.kg/images/product/88956/1613408005_73024900.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a02-2021-32gb-sm-a022f-ds-chernyy
Сотовый телефон Inoi 101,"
1870 сом
","https://www.kivano.kg/images/product/75133/1575898844_01621000.jpg
",/product/view/sotovyy-telefon-inoi-101
Сотовый телефон Apple iPhone 12 Pro 128GB графитовый,"
89480 сом
","https://www.kivano.kg/images/product/85117/1602798150_12212600.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-128gb-grafitovyy
Сотовый телефон Samsung Galaxy A02 (2021) 32GB (SM-A022F/DS) синий,"

 9850 сом
-2%

9680 сом
","https://www.kivano.kg/images/product/88957/1613408036_14688600.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a02-2021-32gb-sm-a022f-ds-siniy
Сотовый телефон Apple iPhone 12 Pro 128GB золотой,"
89480 сом
","https://www.kivano.kg/images/product/85118/1602798252_36512000.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-128gb-zolotoy
Сотовый телефон Samsung Galaxy A02 (2021) 32GB (SM-A022F/DS) красный,"
9080 сом
","https://www.kivano.kg/images/product/88958/1613408135_42379600.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a02-2021-32gb-sm-a022f-ds-krasnyy
Сотовый телефон Apple iPhone 12 Pro 128GB синий,"
89480 сом
","https://www.kivano.kg/images/product/85119/1602798423_14851400.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-128gb-siniy
Сотовый телефон BQ BQ-2004 Ray черно-зеленый,"
2550 сом
","https://www.kivano.kg/images/product/85887/1605092934_26047500.jpg
",/product/view/sotovyy-telefon-bq-bq-2004-ray-cherno-zelenyy
Сотовый телефон Apple iPhone Xr 128GB черный,"
47370 сом
","https://www.kivano.kg/images/product/59775/59775.jpg
",/product/view/sotovyy-telefon-apple-iphone-xr-128gb-chernyy
Сотовый телефон Nokia 210 красный,"
3820 сом
","https://www.kivano.kg/images/product/75392/1576672891_19182100.jpg
",/product/view/sotovyy-telefon-nokia-210-krasnyy
Сотовый телефон Apple iPhone 12 Pro 128GB серебристый,"
89480 сом
","https://www.kivano.kg/images/product/85120/1602798579_20659500.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-128gb-serebristyy
Сотовый телефон Xiaomi Redmi 9T 4/64GB синий,"
12730 сом
","https://www.kivano.kg/images/product/90752/1617623346_53942600.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9t-4-64gb-siniy
Сотовый телефон Nokia 230 Dual Sim синий,"
6110 сом
","https://www.kivano.kg/images/product/75393/1576673544_72059700.jpg
",/product/view/sotovyy-telefon-nokia-230-dual-sim-siniy
Сотовый телефон Samsung Galaxy Note 20 8/256GB графитовый,"
61210 сом
","https://www.kivano.kg/images/product/82561/1597127899_76653100.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-note-20-8-256gb-grafitovyy
Сотовый телефон Xiaomi Redmi 9C 2/32GB серый,"
9510 сом
","https://www.kivano.kg/images/product/83329/1598627069_82480900.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9c-2-32gb-seryy
Сотовый телефон Apple iPhone 12 Pro 256GB графитовый,"
96790 сом
","https://www.kivano.kg/images/product/85121/1602798822_49414300.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-256gb-grafitovyy
Сотовый телефон BQ BQ-2004 Ray черно-оранжевый,"
2550 сом
","https://www.kivano.kg/images/product/85889/1605093053_06490400.jpg
",/product/view/sotovyy-telefon-bq-bq-2004-ray-cherno-oranzhevyy
Сотовый телефон Xiaomi Redmi 9T 4/64GB зеленый,"
12730 сом
","https://www.kivano.kg/images/product/90753/1617624093_08846900.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9t-4-64gb-zelenyy
Сотовый телефон Philips Xenium E172 черный,"
3650 сом
","https://www.kivano.kg/images/product/94337/1623759675_51311600.jpg
",/product/view/sotovyy-telefon-philips-xenium-e172-chernyy
Сотовый телефон Nokia 8110 4G желтый,"
8570 сом
","https://www.kivano.kg/images/product/75394/1576674573_67281400.jpg
",/product/view/sotovyy-telefon-nokia-8110-4g-zheltyy
Сотовый телефон Xiaomi Redmi 9C 3/64GB серый,"
10440 сом
","https://www.kivano.kg/images/product/83330/1598627217_62522600.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9c-3-64gb-seryy
Сотовый телефон Apple iPhone 12 Pro 256GB золотой,"
96790 сом
","https://www.kivano.kg/images/product/85122/1602798991_11116700.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-256gb-zolotoy
Сотовый телефон BQ BQ-2004 Ray черный,"
2550 сом
","https://www.kivano.kg/images/product/85890/1605093127_09908400.jpg
",/product/view/sotovyy-telefon-bq-bq-2004-ray-chernyy
Сотовый телефон Xiaomi Redmi 9T 4/64GB оранжевый,"
12730 сом
","https://www.kivano.kg/images/product/90754/1617624276_21719000.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9t-4-64gb-oranzhevyy
Сотовый телефон Xiaomi Poco F3 NFC 8/256GB синий,"

 33280 сом
-2%

32770 сом
","https://www.kivano.kg/images/product/94338/1623761538_03548600.jpg
",/product/view/sotovyy-telefon-xiaomi-poco-f3-nfc-8-256gb-siniy
Сотовый телефон Xiaomi Redmi 9C 3/64GB синий,"
10440 сом
","https://www.kivano.kg/images/product/83331/1598637451_49522700.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9c-3-64gb-siniy
Сотовый телефон Xiaomi Mi 10 Lite 6/128GB космический серый,"

 24110 сом
-6%

22750 сом
","https://www.kivano.kg/images/product/84099/1600039828_67920000.jpg
",/product/view/sotovyy-telefon-xiaomi-mi-10-lite-6-128gb-kosmicheskiy-seryy
Сотовый телефон Apple iPhone 12 Pro 256GB синий,"
96790 сом
","https://www.kivano.kg/images/product/85123/1602799083_51359300.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-256gb-siniy
Сотовый телефон Samsung Galaxy A02s (2021) 64GB (SM-A025F/DS) синий,"
12230 сом
","https://www.kivano.kg/images/product/90755/1617636528_18624300.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a02s-2021-64gb-sm-a025f-ds-siniy
Сотовый телефон Xiaomi Poco F3 NFC 8/256GB белый,"

 33630 сом
-1%

33280 сом
","https://www.kivano.kg/images/product/94339/1623761621_42130600.jpg
",/product/view/sotovyy-telefon-xiaomi-poco-f3-nfc-8-256gb-belyy
Сотовый телефон Huawei P smart Z 4/64GB зеленый,"
15370 сом
","https://www.kivano.kg/images/product/76932/1581933337_75875900.jpg
",/product/view/sotovyy-telefon-huawei-p-smart-z-4-64gb-zelenyy
Сотовый телефон Apple iPhone 12 Pro 256GB серебристый,"
96790 сом
","https://www.kivano.kg/images/product/85124/1602799211_72210100.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-256gb-serebristyy
Сотовый телефон Samsung Galaxy A02s (2021) 64GB (SM-A025F/DS) белый,"
12230 сом
","https://www.kivano.kg/images/product/90756/1617636602_87182900.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a02s-2021-64gb-sm-a025f-ds-belyy
Сотовый телефон Xiaomi Redmi 9C 2/32GB синий,"

 10360 сом
-11%

9250 сом
","https://www.kivano.kg/images/product/83333/1598706556_54812300.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9c-2-32gb-siniy
Сотовый телефон Apple iPhone 12 Pro 512GB золотой,"
113260 сом
","https://www.kivano.kg/images/product/85125/1602799319_67920300.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-512gb-zolotoy
Сотовый телефон Apple iPhone 12 Pro 512GB графитовый,"
113260 сом
","https://www.kivano.kg/images/product/85126/1602799438_97866700.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-512gb-grafitovyy
Сотовый телефон Samsung Galaxy A12 (2021) 4/128GB (SM-A125F/DS) красный,"
15280 сом
","https://www.kivano.kg/images/product/90758/1617637777_73289200.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a12-2021-4-128gb-sm-a125f-ds-krasnyy
Сотовый телефон Samsung Galaxy A01 Core (2020) 16GB (A013F/DS) синий,"
7300 сом
","https://www.kivano.kg/images/product/82823/1597587684_65268800.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a01-core-2020-16gb-a013f-ds-siniy
Сотовый телефон Apple iPhone 12 Pro 512GB синий,"
113260 сом
","https://www.kivano.kg/images/product/85127/1602799601_26018200.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-512gb-siniy
Сотовый телефон Samsung Galaxy A01 Core (2020) 16GB (A013F/DS) черный,"
7300 сом
","https://www.kivano.kg/images/product/82824/1597587752_02848600.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a01-core-2020-16gb-a013f-ds-chernyy
Сотовый телефон Apple iPhone 12 Pro 512GB серебристый,"
113260 сом
","https://www.kivano.kg/images/product/85128/1602799729_32381400.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-512gb-serebristyy
Сотовый телефон Samsung Galaxy A01 Core (2020) 16GB (A013F/DS) красный,"
7300 сом
","https://www.kivano.kg/images/product/82825/1597587828_41281500.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a01-core-2020-16gb-a013f-ds-krasnyy
Сотовый телефон Apple iPhone SE (2020) 64GB черный,"

 31500 сом
-1%

31070 сом
","https://www.kivano.kg/images/product/78730/1587239994_19577000.jpg
",/product/view/sotovyy-telefon-apple-iphone-se-2020-64gb-chernyy
Сотовый телефон Samsung Galaxy S20 Ultra 12/128GB (SM-G988B/DS) белый,"
66390 сом
","https://www.kivano.kg/images/product/83338/1598930842_22416500.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-s20-ultra-12-128gb-sm-g988b-ds-belyy
Сотовый телефон BQ BQ-2449 Hammer зеленый,"
3140 сом
","https://www.kivano.kg/images/product/85898/1605094882_70653000.jpg
",/product/view/sotovyy-telefon-bq-bq-2449-hammer-zelenyy
Сотовый телефон Samsung Galaxy A52 (2021) 4/128GB (SM-A525F/DS) черный,"
28870 сом
","https://www.kivano.kg/images/product/90506/1617181455_90314400.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a52-2021-4-128gb-sm-a525f-ds-chernyy
Сотовый телефон Nokia 3310 Dual Sim (2017) черный,"
5260 сом
","https://www.kivano.kg/images/product/42122/42122.jpg
",/product/view/sotovyy-telefon-nokia-3310-dual-sim-2017-chernyy
Сотовый телефон Apple iPhone Xr 128GB коралловый,"

 49070 сом
-3%

47370 сом
","https://www.kivano.kg/images/product/59786/59786.jpg
",/product/view/sotovyy-telefon-apple-iphone-xr-128gb-korallovyy
Сотовый телефон Apple iPhone SE (2020) 128GB черный,"
41770 сом
","https://www.kivano.kg/images/product/78731/1587240316_29823700.jpg
",/product/view/sotovyy-telefon-apple-iphone-se-2020-128gb-chernyy
Сотовый телефон BQ BQ-2449 Hammer оранжевый,"
3140 сом
","https://www.kivano.kg/images/product/85899/1605095006_20935400.jpg
",/product/view/sotovyy-telefon-bq-bq-2449-hammer-oranzhevyy
Сотовый телефон Samsung Galaxy A52 (2021) 4/128GB (SM-A525F/DS) лавандовый,"
28870 сом
","https://www.kivano.kg/images/product/90507/1617181506_56559000.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a52-2021-4-128gb-sm-a525f-ds-lavandovyy
Сотовый телефон Nokia 3310 Dual Sim (2017) оранжевый,"
5260 сом
","https://www.kivano.kg/images/product/42123/42123.jpg
",/product/view/sotovyy-telefon-nokia-3310-dual-sim-2017-oranzhevyy
Сотовый телефон BQ BQ-2449 Hammer черный,"
3140 сом
","https://www.kivano.kg/images/product/85900/1605095180_19869000.jpg
",/product/view/sotovyy-telefon-bq-bq-2449-hammer-chernyy
Сотовый телефон Samsung Galaxy A52 (2021) 4/128GB (SM-A525F/DS) голубой,"
28870 сом
","https://www.kivano.kg/images/product/90508/1617181560_15137600.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a52-2021-4-128gb-sm-a525f-ds-goluboy
Сотовый телефон Nokia 3310 Dual Sim (2017) желтый,"
5260 сом
","https://www.kivano.kg/images/product/42124/42124.jpg
",/product/view/sotovyy-telefon-nokia-3310-dual-sim-2017-zheltyy
Сотовый телефон BQ BQ-3587 Disco Boom черный,"
2720 сом
","https://www.kivano.kg/images/product/85901/1605098664_11167500.jpg
",/product/view/sotovyy-telefon-bq-bq-3587-disco-boom-chernyy
Сотовый телефон Samsung Galaxy A52 (2021) 4/128GB (SM-A525F/DS) белый,"

 28870 сом
-1%

28440 сом
","https://www.kivano.kg/images/product/90509/1617181667_40246000.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a52-2021-4-128gb-sm-a525f-ds-belyy
Сотовый телефон Nokia 3310 Dual Sim (2017) серый,"
5260 сом
","https://www.kivano.kg/images/product/42125/42125.jpg
",/product/view/sotovyy-telefon-nokia-3310-dual-sim-2017-seryy
Сотовый телефон Apple iPhone Xr 128GB голубой,"

 49070 сом
-3%

47370 сом
","https://www.kivano.kg/images/product/59789/59789.jpg
",/product/view/sotovyy-telefon-apple-iphone-xr-128gb-goluboy
Сотовый телефон Apple iPhone SE (2020) 128GB красный,"
41770 сом
","https://www.kivano.kg/images/product/78734/1587240967_90749500.jpg
",/product/view/sotovyy-telefon-apple-iphone-se-2020-128gb-krasnyy
Сотовый телефон BQ BQ-3587 Disco Boom зеленый,"
2720 сом
","https://www.kivano.kg/images/product/85902/1605098898_93582300.jpg
",/product/view/sotovyy-telefon-bq-bq-3587-disco-boom-zelenyy
Сотовый телефон Apple iPhone SE (2020) 64GB красный,"

 31500 сом
-1%

31070 сом
","https://www.kivano.kg/images/product/78735/1587241523_11845600.jpg
",/product/view/sotovyy-telefon-apple-iphone-se-2020-64gb-krasnyy
Сотовый телефон Xiaomi Redmi 9 4/64GB зеленый,"
11720 сом
","https://www.kivano.kg/images/product/81551/1594373455_34869700.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9-4-64gb-zelenyy
Сотовый телефон BQ BQ-3587 Disco Boom синий,"
2720 сом
","https://www.kivano.kg/images/product/85903/1605099084_28044200.jpg
",/product/view/sotovyy-telefon-bq-bq-3587-disco-boom-siniy
Сотовый телефон Apple iPhone SE (2020) 64GB белый,"

 31500 сом
-1%

31070 сом
","https://www.kivano.kg/images/product/78736/1587241651_45821700.jpg
",/product/view/sotovyy-telefon-apple-iphone-se-2020-64gb-belyy
Сотовый телефон BQ BQ-3587 Disco Boom красный,"
2720 сом
","https://www.kivano.kg/images/product/85904/1605099196_90993400.jpg
",/product/view/sotovyy-telefon-bq-bq-3587-disco-boom-krasnyy
Сотовый телефон Philips Xenium E560,"
7730 сом
","https://www.kivano.kg/images/product/23952/23952.jpg
",/product/view/sotovyy-telefon-philips-xenium-e560
Сотовый телефон Nokia 150 Dual sim белый,"
3900 сом
","https://www.kivano.kg/images/product/45456/45456.jpg
",/product/view/sotovyy-telefon-nokia-150-dual-sim-belyy
Сотовый телефон Apple iPhone Xr 128GB белый,"

 49070 сом
-3%

47370 сом
","https://www.kivano.kg/images/product/59792/59792.jpg
",/product/view/sotovyy-telefon-apple-iphone-xr-128gb-belyy
Сотовый телефон Apple iPhone SE (2020) 128GB белый,"
41770 сом
","https://www.kivano.kg/images/product/78737/1587241787_51978300.jpg
",/product/view/sotovyy-telefon-apple-iphone-se-2020-128gb-belyy
Сотовый телефон BQ BQ-2819 Tank Quattro черный,"
2380 сом
","https://www.kivano.kg/images/product/85905/1605101540_16856300.jpg
",/product/view/sotovyy-telefon-bq-bq-2819-tank-quattro-chernyy
Сотовый телефон BQ BQ-2819 Tank Quattro синий,"
2380 сом
","https://www.kivano.kg/images/product/85906/1605101945_98427000.jpg
",/product/view/sotovyy-telefon-bq-bq-2819-tank-quattro-siniy
Сотовый телефон Inoi 283K черный,"
2890 сом
","https://www.kivano.kg/images/product/85651/1604470995_29043000.jpg
",/product/view/sotovyy-telefon-inoi-283k-chernyy
Сотовый телефон BQ BQ-2819 Tank Quattro зеленый,"
2380 сом
","https://www.kivano.kg/images/product/85907/1605102140_33391300.jpg
",/product/view/sotovyy-telefon-bq-bq-2819-tank-quattro-zelenyy
Сотовый телефон Apple iPhone Xr 128GB желтый,"

 49070 сом
-3%

47370 сом
","https://www.kivano.kg/images/product/59795/59795.jpg
",/product/view/sotovyy-telefon-apple-iphone-xr-128gb-zheltyy
Сотовый телефон Samsung Galaxy A51 (2020) 128GB (SM-A515F/DS) голубой,"
22750 сом
","https://www.kivano.kg/images/product/76948/1581958959_35201800.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a51-2020-128gb-sm-a515f-ds-goluboy
Сотовый телефон Fly F+ S240 серый,"
1870 сом
","https://www.kivano.kg/images/product/85652/1604479139_25044800.jpg
",/product/view/sotovyy-telefon-fly-f-s240-seryy
Сотовый телефон BQ BQ-2819 Tank Quattro камуфляжный,"
2380 сом
","https://www.kivano.kg/images/product/85908/1605102306_26671800.jpg
",/product/view/sotovyy-telefon-bq-bq-2819-tank-quattro-kamuflyazhnyy
Сотовый телефон Samsung Galaxy A51 (2020) 128GB (SM-A515F/DS) розовый,"
22750 сом
","https://www.kivano.kg/images/product/76949/1581960095_26154200.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a51-2020-128gb-sm-a515f-ds-rozovyy
Сотовый телефон Apple iPhone 12 Pro Max 128GB графитовый,"
95940 сом
","https://www.kivano.kg/images/product/85141/1602803767_51472800.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-max-128gb-grafitovyy
Сотовый телефон Fly F+ S240 серебристый,"
1870 сом
","https://www.kivano.kg/images/product/85653/1604479246_77407500.jpg
",/product/view/sotovyy-telefon-fly-f-s240-serebristyy
Сотовый телефон BQ BQ-2824 Tank T черный,"
2970 сом
","https://www.kivano.kg/images/product/85909/1605103910_44521000.jpg
",/product/view/sotovyy-telefon-bq-bq-2824-tank-t-chernyy
Сотовый телефон Apple iPhone 12 Pro Max 128GB серебристый,"
95940 сом
","https://www.kivano.kg/images/product/85142/1602803834_81454100.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-max-128gb-serebristyy
Сотовый телефон Fly F+ B240 серый,"
1870 сом
","https://www.kivano.kg/images/product/85654/1604480520_11915800.jpg
",/product/view/sotovyy-telefon-fly-f-b240-seryy
Сотовый телефон BQ BQ-2824 Tank T синий камуфляж,"
2970 сом
","https://www.kivano.kg/images/product/85910/1605104257_24904600.jpg
",/product/view/sotovyy-telefon-bq-bq-2824-tank-t-siniy-kamuflyazh
Сотовый телефон Inoi 244Z хаки,"
1780 сом
","https://www.kivano.kg/images/product/95382/1626601985_39789100.jpg
",/product/view/sotovyy-telefon-inoi-244z-khaki
Сотовый телефон Apple iPhone Xr 128GB красный,"

 49070 сом
-3%

47370 сом
","https://www.kivano.kg/images/product/59798/59798.jpg
",/product/view/sotovyy-telefon-apple-iphone-xr-128gb-krasnyy
Сотовый телефон Philips Xenium E580,"
5860 сом
","https://www.kivano.kg/images/product/66455/66455.jpg
",/product/view/sotovyy-telefon-philips-xenium-e580
Сотовый телефон Apple iPhone 12 Pro Max 128GB синий,"
95940 сом
","https://www.kivano.kg/images/product/85143/1602803921_97618700.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-max-128gb-siniy
Сотовый телефон Fly F+ B240 серебристый,"
1870 сом
","https://www.kivano.kg/images/product/85655/1604480609_02776200.jpg
",/product/view/sotovyy-telefon-fly-f-b240-serebristyy
Сотовый телефон BQ BQ-2824 Tank T зеленый,"
2970 сом
","https://www.kivano.kg/images/product/85911/1605104432_78438800.jpg
",/product/view/sotovyy-telefon-bq-bq-2824-tank-t-zelenyy
Сотовый телефон Inoi 244Z черный,"
1780 сом
","https://www.kivano.kg/images/product/95383/1626602248_71632400.jpg
",/product/view/sotovyy-telefon-inoi-244z-chernyy
Сотовый телефон Apple iPhone 12 Pro Max 128GB золотой,"
95940 сом
","https://www.kivano.kg/images/product/85144/1602804016_38183900.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-max-128gb-zolotoy
Сотовый телефон Fly F+ S286 серый,"
2120 сом
","https://www.kivano.kg/images/product/85656/1604481877_65362200.jpg
",/product/view/sotovyy-telefon-fly-f-s286-seryy
Сотовый телефон BQ BQ-2824 Tank T серый камуфляж,"
2970 сом
","https://www.kivano.kg/images/product/85912/1605104535_51372100.jpg
",/product/view/sotovyy-telefon-bq-bq-2824-tank-t-seryy-kamuflyazh
Сотовый телефон Apple iPhone 12 Pro Max 256GB графитовый,"
105020 сом
","https://www.kivano.kg/images/product/85145/1602804151_77499200.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-max-256gb-grafitovyy
Сотовый телефон Fly F+ S286 серебристый,"
2120 сом
","https://www.kivano.kg/images/product/85657/1604481986_53142200.jpg
",/product/view/sotovyy-telefon-fly-f-s286-serebristyy
Сотовый телефон Apple iPhone 12 Pro Max 256GB серебристый,"
105020 сом
","https://www.kivano.kg/images/product/85146/1602804243_50272800.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-max-256gb-serebristyy
Сотовый телефон Samsung Galaxy M32 6/128GB (SM-M325F) черный,"

 21320 сом
-4%

20460 сом
","https://www.kivano.kg/images/product/95386/1626723330_30485000.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-m32-6-128gb-sm-m325f-chernyy
Сотовый телефон Apple iPhone 12 Pro Max 256GB синий,"
105020 сом
","https://www.kivano.kg/images/product/85147/1602804337_30477900.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-max-256gb-siniy
Сотовый телефон Xiaomi Redmi 9A 2/32GB серый гранит,"
8330 сом
","https://www.kivano.kg/images/product/81820/1595752437_69165100.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9a-2-32gb-seryy-granit
Сотовый телефон Apple iPhone 12 Pro Max 256GB золотой,"
105020 сом
","https://www.kivano.kg/images/product/85148/1602804437_06572500.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-max-256gb-zolotoy
Сотовый телефон Inoi 117B черный,"
2550 сом
","https://www.kivano.kg/images/product/81821/1595261271_71301700.jpg
",/product/view/sotovyy-telefon-inoi-117b-chernyy
Сотовый телефон Apple iPhone 12 Pro Max 512GB графитовый,"

 121410 сом
-0%

120980 сом
","https://www.kivano.kg/images/product/85149/1602804591_78894400.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-max-512gb-grafitovyy
Сотовый телефон Samsung Galaxy A31 64GB (SM-A315F/DS) синий,"
17060 сом
","https://www.kivano.kg/images/product/81310/1593945264_13664700.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a31-64gb-sm-a315f-ds-siniy
Сотовый телефон Apple iPhone 12 Pro Max 512GB серебристый,"

 121410 сом
-0%

120980 сом
","https://www.kivano.kg/images/product/85150/1602804703_07622200.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-max-512gb-serebristyy
Сотовый телефон Xiaomi Redmi 9C 2/32GB (NFC) оранжевый,"

 11720 сом
-18%

9590 сом
","https://www.kivano.kg/images/product/87198/1608715476_05283700.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9c-2-32gb-nfc-oranzhevyy
Сотовый телефон Apple iPhone 12 Pro Max 512GB синий,"

 121410 сом
-0%

120980 сом
","https://www.kivano.kg/images/product/85151/1602804825_23366500.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-max-512gb-siniy
Сотовый телефон Xiaomi Redmi 9C 2/32GB (NFC) синий,"

 11720 сом
-18%

9590 сом
","https://www.kivano.kg/images/product/87199/1608715516_27145700.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9c-2-32gb-nfc-siniy
Сотовый телефон Apple iPhone 12 Pro Max 512GB золотой,"

 121410 сом
-0%

120980 сом
","https://www.kivano.kg/images/product/85152/1602804943_68520500.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-pro-max-512gb-zolotoy
Сотовый телефон Xiaomi Redmi 9C 2/32GB (NFC) серый,"
9590 сом
","https://www.kivano.kg/images/product/87200/1608715532_91150000.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9c-2-32gb-nfc-seryy
