title,price,image,details
Сотовый телефон Xiaomi Redmi Note 10 5G 4/64GB серый,"
17060 сом
","https://www.kivano.kg/images/product/95282/1626115193_84904400.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-10-5g-4-64gb-seryy
Сотовый телефон Xiaomi Redmi Note 10 5G 4/64GB синий,"
17060 сом
","https://www.kivano.kg/images/product/95283/1626115245_78651400.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-10-5g-4-64gb-siniy
Сотовый телефон Apple iPhone 11 64GB белый,"

 56030 сом
-1%

55520 сом
","https://www.kivano.kg/images/product/72500/72500.jpg
",/product/view/sotovyy-telefon-apple-iphone-11-64gb-belyy
Сотовый телефон Apple iPhone 11 128GB белый,"

 59010 сом
-1%

58580 сом
","https://www.kivano.kg/images/product/72501/72501.jpg
",/product/view/sotovyy-telefon-apple-iphone-11-128gb-belyy
Сотовый телефон Apple iPhone 11 64GB красный,"

 56030 сом
-1%

55520 сом
","https://www.kivano.kg/images/product/72503/72503.jpg
",/product/view/sotovyy-telefon-apple-iphone-11-64gb-krasnyy
Сотовый телефон Xiaomi Poco X3 NFC 6/128GB синий,"

 20630 сом
-1%

20460 сом
","https://www.kivano.kg/images/product/84791/1602105556_68182400.jpg
",/product/view/sotovyy-telefon-xiaomi-poco-x3-nfc-6-128gb-siniy
Сотовый телефон Samsung Galaxy S20FE (Fan Edition) 128GB (SM-G780F/DS) красный,"

 40160 сом
-1%

39650 сом
","https://www.kivano.kg/images/product/85815/1604989934_06729100.jpeg
",/product/view/sotovyy-telefon-samsung-galaxy-s20fe-fan-edition-128gb-sm-g780f-ds-krasnyy
Сотовый телефон Xiaomi Redmi Note 9 4/128GB (NFC) черный,"
14520 сом
","https://www.kivano.kg/images/product/89655/1614946541_06012900.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-9-4-128gb-nfc-chernyy
Сотовый телефон Apple iPhone 11 128GB красный,"

 59010 сом
-1%

58580 сом
","https://www.kivano.kg/images/product/72504/72504.jpg
",/product/view/sotovyy-telefon-apple-iphone-11-128gb-krasnyy
Сотовый телефон Samsung Galaxy A51 (2020) 128GB (SM-A515F/DS) черный,"
22750 сом
","https://www.kivano.kg/images/product/76088/1579512702_69797800.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a51-2020-128gb-sm-a515f-ds-chernyy
Сотовый телефон Xiaomi Redmi Note 9T 4/64Gb фиолетовый,"
14940 сом
","https://www.kivano.kg/images/product/89656/1615063251_44625300.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-9t-4-64gb-fioletovyy
Сотовый телефон Samsung Galaxy A51 (2020) 128GB (SM-A515F/DS) белый,"
22750 сом
","https://www.kivano.kg/images/product/76089/1579512890_35950800.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a51-2020-128gb-sm-a515f-ds-belyy
Сотовый телефон Samsung Galaxy S20FE (Fan Edition) 128GB (SM-G780F/DS) белый,"

 40160 сом
-1%

39650 сом
","https://www.kivano.kg/images/product/85817/1604990165_78760100.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-s20fe-fan-edition-128gb-sm-g780f-ds-belyy
Сотовый телефон Samsung Galaxy S21 Ultra 5G 12/128GB Dual SIM (SM-G998B/DS) серебристый фантом,"

 84050 сом
-1%

83630 сом
","https://www.kivano.kg/images/product/89657/1615067352_60810100.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-s21-ultra-5g-12-128gb-dual-sim-sm-g998b-ds-serebristyy-fantom
Сотовый телефон Honor 20 6/128GB синий,"
29000 сом
","https://www.kivano.kg/images/product/72251/72251.jpg
",/product/view/sotovyy-telefon-honor-20-6-128gb-siniy
Сотовый телефон Samsung Galaxy S20FE (Fan Edition) 128GB (SM-G780F/DS) оранжевый,"

 40160 сом
-1%

39650 сом
","https://www.kivano.kg/images/product/85819/1604991230_16215400.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-s20fe-fan-edition-128gb-sm-g780f-ds-oranzhevyy
Сотовый телефон Samsung Galaxy S20FE (Fan Edition) 128GB (SM-G780F/DS) синий,"

 40160 сом
-1%

39650 сом
","https://www.kivano.kg/images/product/85820/1604991730_25330700.jpeg
",/product/view/sotovyy-telefon-samsung-galaxy-s20fe-fan-edition-128gb-sm-g780f-ds-siniy
Сотовый телефон Nokia 8110 4G черный,"
8570 сом
","https://www.kivano.kg/images/product/62780/62780.jpg
",/product/view/sotovyy-telefon-nokia-8110-4g-chernyy
Сотовый телефон Xiaomi Redmi 9A 2/32GB голубой,"
8330 сом
","https://www.kivano.kg/images/product/81981/1595752806_94536000.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9a-2-32gb-goluboy
Сотовый телефон Samsung Galaxy S20FE (Fan Edition) 128GB (SM-G780F/DS) мятный,"

 40160 сом
-1%

39650 сом
","https://www.kivano.kg/images/product/85821/1604991894_97070900.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-s20fe-fan-edition-128gb-sm-g780f-ds-myatnyy
Сотовый телефон Samsung Galaxy A52 (2021) 8/256GB (SM-A525F/DS) белый,"
34980 сом
","https://www.kivano.kg/images/product/93245/1622452316_62635800.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a52-2021-8-256gb-sm-a525f-ds-belyy
Сотовый телефон Samsung Galaxy S20FE (Fan Edition) 128GB (SM-G780F/DS) лавандовый,"

 40160 сом
-1%

39650 сом
","https://www.kivano.kg/images/product/85822/1604992021_80644300.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-s20fe-fan-edition-128gb-sm-g780f-ds-lavandovyy
Сотовый телефон Samsung Galaxy A52 (2021) 8/256GB (SM-A525F/DS) черный,"

 35230 сом
-3%

34040 сом
","https://www.kivano.kg/images/product/93246/1622452444_73262200.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a52-2021-8-256gb-sm-a525f-ds-chernyy
Сотовый телефон MAXVI T2 черный,"
2210 сом
","https://www.kivano.kg/images/product/85823/1604996828_83384000.jpg
",/product/view/sotovyy-telefon-maxvi-t2-chernyy
Сотовый телефон Samsung Galaxy A52 (2021) 8/256GB (SM-A525F/DS) голубой,"
34980 сом
","https://www.kivano.kg/images/product/93247/1622452637_58439600.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a52-2021-8-256gb-sm-a525f-ds-goluboy
Сотовый телефон Huawei Y6s 3/64GB синий,"
10610 сом
","https://www.kivano.kg/images/product/77376/1583239079_23168300.jpg
",/product/view/sotovyy-telefon-huawei-y6s-3-64gb-siniy
Сотовый телефон MAXVI T2 зеленый,"
2210 сом
","https://www.kivano.kg/images/product/85824/1604996956_33660200.jpg
",/product/view/sotovyy-telefon-maxvi-t2-zelenyy
Сотовый телефон Samsung Galaxy A52 (2021) 8/256GB (SM-A525F/DS) лавандовый,"
34980 сом
","https://www.kivano.kg/images/product/93248/1622452799_37373800.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a52-2021-8-256gb-sm-a525f-ds-lavandovyy
Сотовый телефон Huawei Y6s 3/64GB черный,"
10610 сом
","https://www.kivano.kg/images/product/77377/1583239713_26236600.jpg
",/product/view/sotovyy-telefon-huawei-y6s-3-64gb-chernyy
Сотовый телефон MAXVI T2 синий,"
2210 сом
","https://www.kivano.kg/images/product/85825/1604997094_93730400.jpg
",/product/view/sotovyy-telefon-maxvi-t2-siniy
Сотовый телефон Xiaomi Poco M3 4/64GB желтый,"
13410 сом
","https://www.kivano.kg/images/product/87875/1611132937_83403400.jpg
",/product/view/sotovyy-telefon-xiaomi-poco-m3-4-64gb-zheltyy
Сотовый телефон Samsung Galaxy A51 (2020) 128GB (SM-A515F/DS) серебристый,"
22750 сом
","https://www.kivano.kg/images/product/83268/1598555064_55846300.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a51-2020-128gb-sm-a515f-ds-serebristyy
Сотовый телефон Apple iPhone 12 256GB Dual Sim красный,"

 78020 сом
-1%

77170 сом
","https://www.kivano.kg/images/product/85060/1602749863_56684000.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-256gb-dual-sim-krasnyy
Сотовый телефон MAXVI T5 черный,"
2550 сом
","https://www.kivano.kg/images/product/85829/1605002589_90294100.jpg
",/product/view/sotovyy-telefon-maxvi-t5-chernyy
Сотовый телефон Xiaomi Poco M3 4/128GB синий,"

 15030 сом
-6%

14180 сом
","https://www.kivano.kg/images/product/87877/1611133570_60410000.jpg
",/product/view/sotovyy-telefon-xiaomi-poco-m3-4-128gb-siniy
Сотовый телефон Oppo A12 3/32GB черный,"
10190 сом
","https://www.kivano.kg/images/product/88645/1612701244_62722900.jpg
",/product/view/sotovyy-telefon-oppo-a12-3-32gb-chernyy
Сотовый телефон Samsung Galaxy M12 3/32GB (SM-M127F) черный,"
12230 сом
","https://www.kivano.kg/images/product/95301/1626165040_46136400.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-m12-3-32gb-sm-m127f-chernyy
Сотовый телефон MAXVI T5 милитари,"
2550 сом
","https://www.kivano.kg/images/product/85830/1605002661_29736800.jpg
",/product/view/sotovyy-telefon-maxvi-t5-militari
Сотовый телефон Xiaomi Poco M3 4/128GB черный,"

 14600 сом
-1%

14430 сом
","https://www.kivano.kg/images/product/87878/1611133680_19581400.jpg
",/product/view/sotovyy-telefon-xiaomi-poco-m3-4-128gb-chernyy
Сотовый телефон Honor 10X Lite 4/128GB полночный черный,"
16590 сом
","https://www.kivano.kg/images/product/93510/1622748563_91751500.jpg
",/product/view/sotovyy-telefon-honor-10x-lite-4-128gb-polnochnyy-chernyy
Сотовый телефон Xiaomi Poco F3 NFC 6/128GB белый,"
29470 сом
","https://www.kivano.kg/images/product/95302/1626166204_20852900.jpg
",/product/view/sotovyy-telefon-xiaomi-poco-f3-nfc-6-128gb-belyy
Сотовый телефон Honor 10X Lite 4/128GB изумрудно-зеленый,"
16590 сом
","https://www.kivano.kg/images/product/93511/1622748618_14672000.jpg
",/product/view/sotovyy-telefon-honor-10x-lite-4-128gb-izumrudno-zelenyy
Сотовый телефон Xiaomi Redmi Note 10S 8/128GB черный,"
21320 сом
","https://www.kivano.kg/images/product/95303/1626169302_51333000.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-10s-8-128gb-chernyy
Сотовый телефон MAXVI T5 синий,"
2550 сом
","https://www.kivano.kg/images/product/85832/1605002781_97336100.jpg
",/product/view/sotovyy-telefon-maxvi-t5-siniy
Сотовый телефон Honor 10X Lite 4/128GB ледяной белый,"
16590 сом
","https://www.kivano.kg/images/product/93512/1622749002_48731700.jpg
",/product/view/sotovyy-telefon-honor-10x-lite-4-128gb-ledyanoy-belyy
Сотовый телефон Xiaomi Redmi Note 10 5G 4/64GB серебристый,"
17060 сом
","https://www.kivano.kg/images/product/95304/1626175637_28687100.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-10-5g-4-64gb-serebristyy
Сотовый телефон Xiaomi Redmi Note 10 5G 4/64GB зеленый,"
17060 сом
","https://www.kivano.kg/images/product/95305/1626175689_42054100.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-10-5g-4-64gb-zelenyy
Сотовый телефон Xiaomi Mi 10T Lite 6/128GB жемчужно-серый,"

 28020 сом
-1%

27680 сом
","https://www.kivano.kg/images/product/89162/1613814346_01805400.jpg
",/product/view/sotovyy-telefon-xiaomi-mi-10t-lite-6-128gb-zhemchuzhno-seryy
Сотовый телефон Samsung Galaxy A32 (2021) 8/128GB (SM-A325F/DS) черный,"
20980 сом
","https://www.kivano.kg/images/product/95306/1626176678_66338400.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a32-2021-8-128gb-sm-a325f-ds-chernyy
Сотовый телефон Samsung Galaxy A01 (2020) 16GB (A015F/DS) красный,"
8910 сом
","https://www.kivano.kg/images/product/76363/1580199324_79680500.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a01-2020-16gb-a015f-ds-krasnyy
Сотовый телефон Apple iPhone 12 mini 64GB белый,"

 59850 сом
-1%

59010 сом
","https://www.kivano.kg/images/product/85067/1602753442_03293500.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-mini-64gb-belyy
Сотовый телефон Samsung Galaxy A32 (2021) 8/128GB (SM-A325F/DS) голубой,"
20980 сом
","https://www.kivano.kg/images/product/95307/1626176754_77924100.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a32-2021-8-128gb-sm-a325f-ds-goluboy
Сотовый телефон Apple iPhone 12 mini 64GB черный,"

 59850 сом
-1%

59010 сом
","https://www.kivano.kg/images/product/85068/1602753584_36025700.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-mini-64gb-chernyy
Сотовый телефон Samsung Galaxy A32 (2021) 8/128GB (SM-A325F/DS) лавандовый,"
20980 сом
","https://www.kivano.kg/images/product/95308/1626176900_02088700.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a32-2021-8-128gb-sm-a325f-ds-lavandovyy
Сотовый телефон Samsung Galaxy A01 (2020) 16GB (A015F/DS) черный,"
8910 сом
","https://www.kivano.kg/images/product/76365/1580199908_25870500.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a01-2020-16gb-a015f-ds-chernyy
Сотовый телефон Apple iPhone 12 mini 64GB зеленый,"

 59850 сом
-1%

59010 сом
","https://www.kivano.kg/images/product/85069/1602753743_12628800.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-mini-64gb-zelenyy
Сотовый телефон Samsung Galaxy A32 (2021) 8/128GB (SM-A325F/DS) белый,"
20980 сом
","https://www.kivano.kg/images/product/95309/1626176950_27616800.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a32-2021-8-128gb-sm-a325f-ds-belyy
Сотовый телефон Apple iPhone 12 mini 64GB синий,"

 59850 сом
-1%

59010 сом
","https://www.kivano.kg/images/product/85070/1602754277_88018700.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-mini-64gb-siniy
Сотовый телефон Samsung Galaxy A01 (2020) 16GB (A015F/DS) синий,"
8910 сом
","https://www.kivano.kg/images/product/76367/1580200352_47508600.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a01-2020-16gb-a015f-ds-siniy
Сотовый телефон Apple iPhone 12 mini 64GB красный,"

 59010 сом
-4%

56460 сом
","https://www.kivano.kg/images/product/85071/1602754455_98875600.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-mini-64gb-krasnyy
Сотовый телефон Apple iPhone 12 mini 128GB белый,"

 66390 сом
-1%

65970 сом
","https://www.kivano.kg/images/product/85072/1602756540_31165100.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-mini-128gb-belyy
Сотовый телефон Nokia 6300 4G,"
5430 сом
","https://www.kivano.kg/images/product/95568/1627034860_10196500.jpg
",/product/view/sotovyy-telefon-nokia-6300-4g
Сотовый телефон BQ BQ-1842 Tank mini черный,"
2630 сом
","https://www.kivano.kg/images/product/60752/60752.jpg
",/product/view/sotovyy-telefon-bq-bq-1842-tank-mini-chernyy
Сотовый телефон Apple iPhone 12 mini 128GB красный,"

 66390 сом
-5%

63330 сом
","https://www.kivano.kg/images/product/85074/1602756664_73328700.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-mini-128gb-krasnyy
Сотовый телефон Xiaomi Mi 11 Lite 6/128GB синий,"

 25820 сом
-1%

25650 сом
","https://www.kivano.kg/images/product/90706/1617433499_77011700.jpg
",/product/view/sotovyy-telefon-xiaomi-mi-11-lite-6-128gb-siniy
Сотовый телефон Xiaomi Mi 11 Lite 6/128GB черный,"

 25820 сом
-1%

25650 сом
","https://www.kivano.kg/images/product/90707/1617433569_97588400.jpg
",/product/view/sotovyy-telefon-xiaomi-mi-11-lite-6-128gb-chernyy
Сотовый телефон Xiaomi Redmi Note 8 4/128Gb черный,"

 16300 сом
-6%

15280 сом
","https://www.kivano.kg/images/product/74068/1572904554_02801200.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-8-4-128gb-chernyy
Сотовый телефон Apple iPhone 12 mini 128GB синий,"

 66390 сом
-1%

65970 сом
","https://www.kivano.kg/images/product/85078/1602756800_65993800.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-mini-128gb-siniy
Сотовый телефон Samsung Galaxy A31 64GB (SM-A315F/DS красный,"
16650 сом
","https://www.kivano.kg/images/product/79959/1591201133_15427600.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a31-64gb-sm-a315f-ds-krasnyy
Сотовый телефон Xiaomi Redmi Note 8 (2021) 4/128Gb черный,"

 15710 сом
-4%

15030 сом
","https://www.kivano.kg/images/product/95575/1627219872_34005200.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-8-2021-4-128gb-chernyy
Сотовый телефон Apple iPhone 12 mini 128GB зеленый,"

 66390 сом
-1%

65970 сом
","https://www.kivano.kg/images/product/85080/1602756898_89339900.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-mini-128gb-zelenyy
Сотовый телефон Samsung Galaxy A11 2/32GB (SM-A115F/DS) черный,"
11290 сом
","https://www.kivano.kg/images/product/79961/1591205450_06449800.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a11-2-32gb-sm-a115f-ds-chernyy
Сотовый телефон Samsung Galaxy A11 2/32GB (SM-A115F/DS) голубой,"
11290 сом
","https://www.kivano.kg/images/product/79962/1591205569_60183500.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a11-2-32gb-sm-a115f-ds-goluboy
Сотовый телефон Honor 9C 4/64GB голубой,"

 14390 сом
-6%

13490 сом
","https://www.kivano.kg/images/product/84826/1602184323_92792200.jpg
",/product/view/sotovyy-telefon-honor-9c-4-64gb-goluboy
Сотовый телефон Apple iPhone 12 mini 128GB черный,"

 66390 сом
-1%

65970 сом
","https://www.kivano.kg/images/product/85082/1602756982_20506100.jpg
",/product/view/sotovyy-telefon-apple-iphone-12-mini-128gb-chernyy
Сотовый телефон Nokia 2720 Flip Dual sim черный,"

 9250 сом
-7%

8570 сом
","https://www.kivano.kg/images/product/77403/1583313812_41217400.jpg
",/product/view/sotovyy-telefon-nokia-2720-flip-dual-sim-chernyy
Сотовый телефон Samsung Galaxy A11 2/32GB (SM-A115F/DS) красный,"
11290 сом
","https://www.kivano.kg/images/product/79963/1591205716_37534900.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a11-2-32gb-sm-a115f-ds-krasnyy
Сотовый телефон Honor 9C 4/64GB черный,"

 14390 сом
-6%

13490 сом
","https://www.kivano.kg/images/product/84827/1602184383_76638300.jpg
",/product/view/sotovyy-telefon-honor-9c-4-64gb-chernyy
Сотовый телефон Nokia 2720 Flip Dual sim красный,"

 9250 сом
-7%

8570 сом
","https://www.kivano.kg/images/product/77404/1583314176_87637100.jpg
",/product/view/sotovyy-telefon-nokia-2720-flip-dual-sim-krasnyy
Сотовый телефон Samsung Galaxy A11 2/32GB (SM-A115F/DS) белый,"
11290 сом
","https://www.kivano.kg/images/product/79964/1591206067_64333100.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a11-2-32gb-sm-a115f-ds-belyy
Сотовый телефон Nokia 2720 Flip Dual sim серый,"

 9250 сом
-7%

8570 сом
","https://www.kivano.kg/images/product/77405/1583314640_28323800.jpg
",/product/view/sotovyy-telefon-nokia-2720-flip-dual-sim-seryy
Сотовый телефон Samsung Galaxy A31 64GB (SM-A315F/DS) черный,"
17060 сом
","https://www.kivano.kg/images/product/79709/1590312571_78916400.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a31-64gb-sm-a315f-ds-chernyy
Сотовый телефон Samsung Galaxy A21s 3/32GB (SM-A217F/DS) красный,"
13920 сом
","https://www.kivano.kg/images/product/81245/1593801832_32788400.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a21s-3-32gb-sm-a217f-ds-krasnyy
Сотовый телефон BQ BQ-2432 Tank SE черный,"
2290 сом
","https://www.kivano.kg/images/product/85853/1605012112_74501300.jpg
",/product/view/sotovyy-telefon-bq-bq-2432-tank-se-chernyy
Сотовый телефон Nokia 130 Dual sim (2017),"
2720 сом
","https://www.kivano.kg/images/product/45661/45661.jpg
",/product/view/sotovyy-telefon-nokia-130-dual-sim-2017
Сотовый телефон Samsung Galaxy A21s 4/64GB (SM-A217F/DS) черный,"
15110 сом
","https://www.kivano.kg/images/product/81246/1593802025_47462200.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a21s-4-64gb-sm-a217f-ds-chernyy
Сотовый телефон BQ BQ-2432 Tank SE камуфляжный,"
2290 сом
","https://www.kivano.kg/images/product/85854/1605012212_67734700.jpg
",/product/view/sotovyy-telefon-bq-bq-2432-tank-se-kamuflyazhnyy
Сотовый телефон Xiaomi Redmi Note 10S 6/64GB голубой,"

 18170 сом
-2%

17740 сом
","https://www.kivano.kg/images/product/93022/1621883224_91619300.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-10s-6-64gb-goluboy
Сотовый телефон Samsung Galaxy A21s 4/64GB (SM-A217F/DS) синий,"
15110 сом
","https://www.kivano.kg/images/product/81247/1593802082_99401100.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a21s-4-64gb-sm-a217f-ds-siniy
Сотовый телефон BQ BQ-2432 Tank SE армейский зеленый,"
2290 сом
","https://www.kivano.kg/images/product/85855/1605012312_25425000.jpg
",/product/view/sotovyy-telefon-bq-bq-2432-tank-se-armeyskiy-zelenyy
Сотовый телефон Samsung Galaxy A21s 4/64GB (SM-A217F/DS) красный,"
15110 сом
","https://www.kivano.kg/images/product/81248/1593802187_73599900.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a21s-4-64gb-sm-a217f-ds-krasnyy
Сотовый телефон Xiaomi Redmi Note 9 4/128GB полночный серый,"
14690 сом
","https://www.kivano.kg/images/product/79713/1590325592_41798300.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-9-4-128gb-polnochnyy-seryy
Сотовый телефон Xiaomi Redmi 9 3/32GB серый,"
10360 сом
","https://www.kivano.kg/images/product/80995/1593447365_15710200.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9-3-32gb-seryy
Сотовый телефон Xiaomi Redmi 9 3/32GB фиолетовый,"
10530 сом
","https://www.kivano.kg/images/product/80996/1593447645_87830800.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9-3-32gb-fioletovyy
Сотовый телефон Xiaomi Redmi 9 4/64GB серый,"

 11890 сом
-2%

11630 сом
","https://www.kivano.kg/images/product/80997/1593447949_09915800.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9-4-64gb-seryy
Сотовый телефон Xiaomi Redmi 9 4/64GB фиолетовый,"

 11890 сом
-1%

11720 сом
","https://www.kivano.kg/images/product/80998/1593452489_99969100.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9-4-64gb-fioletovyy
Сотовый телефон Fly F+ Flip 1 черный,"
2720 сом
","https://www.kivano.kg/images/product/87144/1608638375_25007500.jpg
",/product/view/sotovyy-telefon-fly-f-flip-1-chernyy
Сотовый телефон Nokia 150 Dual sim черный,"
3900 сом
","https://www.kivano.kg/images/product/39528/39528.jpg
",/product/view/sotovyy-telefon-nokia-150-dual-sim-chernyy
Сотовый телефон Samsung Galaxy A51 (2020) 64GB (SM-A515F/DS) красный,"

 19100 сом
-1%

18850 сом
","https://www.kivano.kg/images/product/82025/1595884101_01340400.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-a51-2020-64gb-sm-a515f-ds-krasnyy
Сотовый телефон Fly F+ Flip 1 красный,"
2720 сом
","https://www.kivano.kg/images/product/87145/1608638475_78218600.jpg
",/product/view/sotovyy-telefon-fly-f-flip-1-krasnyy
Сотовый телефон Xiaomi Poco X3 NFC 6/64GB синий,"
17660 сом
","https://www.kivano.kg/images/product/87657/1610264170_65367000.jpg
",/product/view/sotovyy-telefon-xiaomi-poco-x3-nfc-6-64gb-siniy
Сотовый телефон Senseit L101 черный,"
2210 сом
","https://www.kivano.kg/images/product/87146/1608639315_77770100.jpg
",/product/view/sotovyy-telefon-senseit-l101-chernyy
Сотовый телефон Xiaomi Redmi Note 10S 6/64GB черный,"

 18170 сом
-2%

17740 сом
","https://www.kivano.kg/images/product/93290/1622501264_72553400.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-10s-6-64gb-chernyy
Сотовый телефон Xiaomi Redmi 9A 2/32GB зеленый,"
8330 сом
","https://www.kivano.kg/images/product/82539/1597087470_22009200.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9a-2-32gb-zelenyy
Сотовый телефон Senseit L101 красный,"
2210 сом
","https://www.kivano.kg/images/product/87147/1608639402_62533800.jpg
",/product/view/sotovyy-telefon-senseit-l101-krasnyy
Сотовый телефон Samsung Galaxy S21 5G 8/256GB Dual SIM (SM-G991B/DS) серый фантом,"
63330 сом
","https://www.kivano.kg/images/product/90475/1617009820_45907500.jpg
",/product/view/sotovyy-telefon-samsung-galaxy-s21-5g-8-256gb-dual-sim-sm-g991b-ds-seryy-fantom
Сотовый телефон Xiaomi Redmi Note 10S 6/64GB белый,"
18340 сом
","https://www.kivano.kg/images/product/93291/1622501314_35391400.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-10s-6-64gb-belyy
Сотовый телефон Senseit L208 черный,"
3820 сом
","https://www.kivano.kg/images/product/87148/1608641951_32101900.jpg
",/product/view/sotovyy-telefon-senseit-l208-chernyy
Сотовый телефон Xiaomi Redmi Note 8 (2021) 4/64Gb синий,"

 14010 сом
-2%

13670 сом
","https://www.kivano.kg/images/product/93292/1622503780_95414400.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-8-2021-4-64gb-siniy
Сотовый телефон Senseit L222 черный,"

 3060 сом
-6%

2890 сом
","https://www.kivano.kg/images/product/87149/1608643839_27560600.jpg
",/product/view/sotovyy-telefon-senseit-l222-chernyy
Сотовый телефон Xiaomi Redmi Note 8 (2021) 4/64Gb белый,"
13670 сом
","https://www.kivano.kg/images/product/93293/1622503843_86344800.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-8-2021-4-64gb-belyy
Сотовый телефон Inoi 101 фиолетовый,"
1870 сом
","https://www.kivano.kg/images/product/75374/1576658197_26572300.jpg
",/product/view/sotovyy-telefon-inoi-101-fioletovyy
Сотовый телефон Senseit L222 синий,"
2890 сом
","https://www.kivano.kg/images/product/87150/1608644064_56988900.jpg
",/product/view/sotovyy-telefon-senseit-l222-siniy
Сотовый телефон Xiaomi Redmi Note 8 (2021) 4/64Gb черный,"
14010 сом
","https://www.kivano.kg/images/product/93294/1622503968_55572400.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-8-2021-4-64gb-chernyy
Сотовый телефон Inoi 101 синий,"
1870 сом
","https://www.kivano.kg/images/product/75375/1576658330_41117400.jpg
",/product/view/sotovyy-telefon-inoi-101-siniy
Сотовый телефон Xiaomi Poco X3 NFC 6/128GB серый,"

 20460 сом
-1%

20290 сом
","https://www.kivano.kg/images/product/84592/1601243878_12178900.jpg
",/product/view/sotovyy-telefon-xiaomi-poco-x3-nfc-6-128gb-seryy
Сотовый телефон Xiaomi Redmi 9 3/32GB (NFC) зеленый,"
10610 сом
","https://www.kivano.kg/images/product/90225/1616254930_82556700.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-9-3-32gb-nfc-zelenyy
Сотовый телефон Xiaomi Redmi Note 10 4/64GB белый,"
16220 сом
","https://www.kivano.kg/images/product/90226/1616263107_69495000.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-10-4-64gb-belyy
Сотовый телефон Xiaomi Redmi Note 10 4/64GB зеленый,"
15450 сом
","https://www.kivano.kg/images/product/90227/1616263159_78446200.jpg
",/product/view/sotovyy-telefon-xiaomi-redmi-note-10-4-64gb-zelenyy
